#Serovar	Isolate	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Collection Date
	PDT000673182.1	USA: St Louis	stool	clinical	PDS000056069.3	0	34	SAMN11335423	GCA_012661045.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673183.1	USA: St Louis	stool	clinical	PDS000056069.3	3	37	SAMN11335422	GCA_012666785.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673184.1	USA: St Louis	stool	clinical	PDS000056069.3	2	36	SAMN11335421	GCA_012645645.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673185.1	USA: St Louis	stool	clinical	PDS000056069.3	0	34	SAMN11335420	GCA_012680485.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673198.1	USA: St Louis	stool	clinical	PDS000056069.3	2	32	SAMN11335405	GCA_012673325.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaEC=PARTIAL_END_OF_CONTIG,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673208.1	USA: St Louis	stool	clinical	PDS000056069.3	0	32	SAMN11335414	GCA_012645385.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673209.1	USA: St Louis	stool	clinical	PDS000056069.3	13	45	SAMN11335415	GCA_012648155.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673212.1	USA: St Louis	stool	clinical	PDS000056069.3	0	32	SAMN11335406	GCA_012645365.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673213.1	USA: St Louis	stool	clinical	PDS000056069.3	0	32	SAMN11335407	GCA_012674465.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673214.1	USA: St Louis	stool	clinical	PDS000056069.3	0	32	SAMN11335412	GCA_012660885.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
	PDT000673215.1	USA: St Louis	stool	clinical	PDS000056069.3	0	32	SAMN11335413	GCA_012645435.1	aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT	2017/2018
Isolate to CDC:Isolate to CDC	PDT000045893.3	USA	stool	clinical				SAMN03255567	GCA_012830635.1	blaEC=COMPLETE	2014-11
	PDT000147470.3	USA	stool	clinical				SAMN05733157	GCA_012627245.1	blaEC=COMPLETE,fosA7.5=COMPLETE	2015-07-20
	PDT000150921.3	USA	stool	clinical				SAMN05851569	GCA_012905225.1	blaEC=COMPLETE	2014-02-26
	PDT000488260.1	USA: Ohio	feces	clinical				SAMN08810284	GCA_004767105.1	blaEC=COMPLETE	2014
E. coli O121:H19	PDT000062605.3	USA	stool	clinical	PDS000033926.4	21		SAMN03473312	GCA_012820955.1	blaEC=COMPLETE	2014-09
E. coli O65:H14	PDT000086218.3	USA	stool	clinical	PDS000033924.3	0		SAMN03784895	GCA_012781015.1	blaEC=COMPLETE	2015-05
E. coli O111:NM	PDT000107824.3	USA	stool	clinical	PDS000034346.4	9		SAMN04504172	GCA_012739415.1	blaEC=COMPLETE	2013-07
E. coli O45:Undetermined	PDT000044731.4	USA	stool	clinical	PDS000034780.4	1		SAMN03247768	GCA_012692745.1	blaEC=COMPLETE	2014-09
E. coli O103:Pending	PDT000124947.3	USA	stool	clinical	PDS000035572.3	11		SAMN04605219	GCA_012705925.1	blaEC=COMPLETE	2016-03
E. coli O145:Pending	PDT000096817.3	USA	stool	clinical	PDS000056970.2	1		SAMN04287220	GCA_012771075.1	blaEC=MISTRANSLATION	2015-10
E. coli O103:Undetermined	PDT000098701.3	USA	stool	clinical	PDS000056996.1	1		SAMN04330136	GCA_012768435.1	blaEC=COMPLETE	2015-10
E. coli Orough:H2	PDT000098702.3	USA	stool	clinical	PDS000056996.1	3		SAMN04330137	GCA_012768655.1	blaEC=COMPLETE	2015-10
E. coli O103:Undetermined	PDT000101037.3	USA	stool	clinical	PDS000056996.1	1		SAMN04330135	GCA_012764715.1	blaEC=COMPLETE	2015-10
E. coli O103:Pending	PDT000083231.3	USA	stool	clinical	PDS000057349.2	25	37	SAMN04015053		blaEC=COMPLETE	2015-08
E. coli O145:NM	PDT000083201.3	USA	stool	clinical	PDS000057846.1	1		SAMN04019614	GCA_012801255.1	blaEC=MISTRANSLATION	2015-08
E. coli O145:NM	PDT000083202.3	USA	stool	clinical	PDS000057846.1	5		SAMN04019615	GCA_012796875.1	blaEC=MISTRANSLATION	2015-08
E. coli O145:NM	PDT000083204.3	USA	stool	clinical	PDS000057846.1	1		SAMN04019617	GCA_012801215.1	blaEC=MISTRANSLATION	2015-08
E. coli O55:H7	PDT000084191.3	USA	stool	clinical	PDS000036624.3	38		SAMN03794744	GCA_012791295.1	blaEC=COMPLETE	2015-05
E. coli O111:HNT	PDT000050475.3	USA	stool	clinical	PDS000037454.3	20		SAMN03366369		blaEC=COMPLETE	2014-09
E. coli O45:H2	PDT000115018.3	USA	stool	clinical	PDS000045043.3	18		SAMN04558457	GCA_012714935.1	blaEC=COMPLETE	2014-09
E. coli O145:Isolate to CDC	PDT000114533.3	USA	stool	clinical	PDS000034232.4	3		SAMN04526252	GCA_012761435.1	blaEC=MISTRANSLATION	2016-02
E. coli O145:Isolate to CDC	PDT000127746.3	USA	stool	clinical	PDS000034232.4	3		SAMN04870889	GCA_012898205.1	blaEC=MISTRANSLATION	2016-02
E. coli O111:NM	PDT000125528.3	USA	stool	clinical	PDS000034250.5	29		SAMN04632344	GCA_012902065.1	blaEC=COMPLETE	2016-03
E. coli O45:HNT	PDT000051383.3	USA	stool	clinical	PDS000035965.4	29		SAMN03394881	GCA_012826335.1	blaEC=COMPLETE	2014-07
E. coli O111:Undetermined	PDT000139228.3	USA	stool	clinical	PDS000053617.4	26		SAMN05255133	GCA_012893185.1	blaEC=COMPLETE	2015-10
E. coli O103:Undetermined	PDT000086220.3	USA	stool	clinical	PDS000056966.1	4		SAMN03782141	GCA_012781335.1	blaEC=COMPLETE	2013-10
E. coli O108:H21	PDT000082095.3	USA	stool	clinical	PDS000057232.2	0		SAMN04002945	GCA_012803775.1	blaEC=COMPLETE,cyaA_S352T=POINT	2015-07
E. coli O121:Undetermined	PDT000040724.3	USA	stool	clinical	PDS000003430.4	2		SAMN03098210	GCA_012829335.1	blaEC=COMPLETE	2014-03
E. coli O26:H11	PDT000107759.3	USA	stool	clinical	PDS000033894.2	36		SAMN04498712		blaEC=COMPLETE	2009-06
E. coli O103:Isolate to CDC	PDT000135818.2	USA	stool	clinical	PDS000034226.2	6		SAMN05252781	GCA_012894175.1	blaCMY-2=COMPLETE,blaEC=COMPLETE	2016-03
E. coli O84:NM	PDT000102761.3	USA	stool	clinical	PDS000034405.3		38	SAMN04422280	GCA_012732775.1	blaEC=COMPLETE	2015-12
E. coli O26:H11	PDT000066909.3	USA	stool	clinical	PDS000034624.3	27		SAMN03761780		blaEC=COMPLETE	2015-05
E. coli O26:Pending	PDT000052450.3	USA	stool	clinical	PDS000034652.3	8		SAMN03450234		blaEC=COMPLETE	2015-03
E. coli O26:Pending	PDT000065223.3	USA	stool	clinical	PDS000034652.3	8		SAMN03604074		blaEC=COMPLETE	2015-04
E. coli O103:Pending	PDT000084241.3	USA	stool	clinical	PDS000044987.3	3		SAMN03776706	GCA_012783285.1	blaEC=COMPLETE	2015-05
E. coli O26:H11	PDT000086182.3	USA	stool	clinical	PDS000045003.3	3		SAMN03769909		blaEC=COMPLETE	2014-07
E. coli O26:H11	PDT000083145.3	USA	stool	clinical	PDS000046808.3	31		SAMN04075518		blaEC=COMPLETE	2015-08
E. coli O121:H19	PDT000063232.3	USA	stool	clinical	PDS000047744.3	29		SAMN03569429	GCA_012819215.1	blaEC=COMPLETE	2013-08
E. coli O121:Undetermined	PDT000132439.3	USA	stool	clinical	PDS000034090.4	2		SAMN05150115	GCA_012897375.1	blaEC=COMPLETE	2016-04
E. coli O111:NM	PDT000050477.3	USA	stool	clinical	PDS000034072.4	0		SAMN03366371		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE	2014-10
E. coli O103:Undetermined	PDT000083290.3	USA	stool	clinical	PDS000049980.5	33		SAMN04013192	GCA_012794815.1	blaEC=COMPLETE	2015-06
E. coli O103:Undetermined	PDT000105078.3	USA	stool	clinical	PDS000057128.3	28		SAMN04450434	GCA_012725815.1	blaEC=COMPLETE	2015-12
E. coli O103:HNT	PDT000128451.3	USA	stool	clinical	PDS000057146.2	15		SAMN04916761	GCA_012900085.1	blaEC=COMPLETE	2016-04
E. coli O69:H11	PDT000107754.3	USA	stool	clinical	PDS000005197.3	24		SAMN04498707		blaEC=COMPLETE	2009-04
E. coli O111:NM	PDT000124809.3	USA	stool	clinical	PDS000006221.3	14		SAMN04625470	GCA_012708375.1	blaEC=COMPLETE	2011-06
E. coli O5:Pending	PDT000133776.3	USA	stool	clinical	PDS000034140.3	18		SAMN05177295	GCA_012896565.1	blaEC=COMPLETE,fosA7.5=COMPLETE	2016-04
E. coli O121:H19	PDT000040414.4	USA	stool	clinical	PDS000034353.3	2		SAMN02991242	GCA_012702015.1	blaEC=COMPLETE	2012-07
E. coli O121:H19	PDT000107725.3	USA	stool	clinical	PDS000034353.3	2		SAMN04498512	GCA_012739915.1	blaEC=COMPLETE	2012-07
E. coli O121:HNT	PDT000083150.3	USA	stool	clinical	PDS000034540.3	6		SAMN04045506	GCA_012801695.1	blaEC=COMPLETE	2015-07
E. coli O111:H8	PDT000083141.3	USA	stool	clinical	PDS000034537.3	35		SAMN04075514		blaEC=COMPLETE	2015-08
E. coli O26:HNT	PDT000048669.3	USA	stool	clinical	PDS000034777.3	2		SAMN03292355		blaEC=COMPLETE	2014-11
E. coli O26:HNT	PDT000121850.3	USA	stool	clinical	PDS000034777.3	2		SAMN04578552		blaEC=COMPLETE	2014-11
	PDT000248788.1	USA: NM	feces	environmental/other	PDS000035369.1	68		SAMN04902881	GCA_002463375.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2013-09-19
	PDT000248831.1	USA: NM	feces	environmental/other	PDS000035369.1	68		SAMN04902880	GCA_002464225.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2013-09-19
E. coli O103:Pending	PDT000209207.3	USA	stool	clinical	PDS000035980.3	31		SAMN05244213		blaEC=COMPLETE	2016-05
E. coli O111:Undetermined	PDT000137688.3	USA	stool	clinical	PDS000036895.3	28		SAMN05331358	GCA_012893515.1	blaEC=COMPLETE	2016-01
	PDT000251713.1	USA: OK	feces	clinical	PDS000038043.1		6	SAMN06555238	GCA_002516935.1	blaEC-5=COMPLETE,marR_S3N=POINT	2000-10-10
E. coli O103:Pending	PDT000135801.3	USA	stool	clinical	PDS000045011.3	10		SAMN05272338	GCA_012894545.1	blaEC=COMPLETE	2016-05
E. coli O26:Pending	PDT000049605.3	USA	stool	clinical	PDS000045034.3	12		SAMN03338488		blaEC=COMPLETE	2015-01
E. coli O103:Pending	PDT000162693.3	USA	stool	clinical	PDS000045010.3	13		SAMN03569003		blaEC=COMPLETE	2015-04
E. coli O145:Pending	PDT000133836.3	USA	stool	clinical	PDS000034132.3	2		SAMN05209080	GCA_012895955.1	blaEC=MISTRANSLATION	2016-05
E. coli O145:Pending	PDT000135802.3	USA	stool	clinical	PDS000034132.3	1		SAMN05255585	GCA_012894535.1	blaEC=MISTRANSLATION	2016-05
E. coli O145:Pending	PDT000135806.3	USA	stool	clinical	PDS000034132.3	1		SAMN05255589	GCA_012894435.1	blaEC=MISTRANSLATION	2016-05
E. coli O103:H2	PDT000084020.3	USA	stool	clinical	PDS000034567.4	1		SAMN03938645	GCA_012793645.1	blaEC=COMPLETE	2015-06
E. coli O103:Pending	PDT000083968.3	USA	stool	clinical	PDS000034530.4	7		SAMN04088927	GCA_012794535.1	blaEC=COMPLETE	2015-08
E. coli O69:H11	PDT000082107.3	USA	stool	clinical	PDS000034552.5	21		SAMN03993958		blaEC=COMPLETE	2015-07
E. coli O165:H25	PDT000098768.3	USA	stool	clinical	PDS000035458.7	6		SAMN04210111	GCA_012764295.1	blaEC=COMPLETE	2015-09
E. coli O111:NM	PDT000083184.3	USA	stool	clinical	PDS000057195.2	30		SAMN04027263	GCA_012801395.1	blaEC=COMPLETE	2015-07
E. coli O111:	PDT000125003.3	USA	stool	clinical	PDS000057195.2	26		SAMN04621651	GCA_012703945.1	blaEC=COMPLETE	2015-07
E. coli O26:H11	PDT000040395.3	USA	stool	clinical	PDS000005218.27		29	SAMN02991228	GCA_012704105.1	blaEC=COMPLETE,tet(C)=COMPLETE	2010-10
E. coli O121:H19	PDT000124812.3	USA	stool	clinical	PDS000006215.3	10		SAMN04625467	GCA_012708285.1	blaEC=COMPLETE	2011-05
E. coli O103:H25	PDT000124770.3	USA	stool	clinical	PDS000006212.3	17		SAMN04625596	GCA_012708485.1	blaEC=COMPLETE	2009-11
E. coli O121:Pending	PDT000125503.3	USA	stool	clinical	PDS000034248.3	17		SAMN04632380	GCA_012691925.1	blaEC=COMPLETE	2016-03
E. coli O103:Undetermined	PDT000098722.3	USA	stool	clinical	PDS000034458.3	17		SAMN04330139	GCA_012767785.1	blaEC=COMPLETE	2015-10
E. coli O76:H7	PDT000062529.3	USA	stool	clinical	PDS000034716.3	32		SAMN03473306	GCA_012821165.1	blaEC=COMPLETE	2015-03
E. coli O45:HNT	PDT000113657.3	USA	stool	clinical	PDS000035835.3	15		SAMN04543181	GCA_012763475.1	blaEC=COMPLETE	2016-02
	PDT000251726.1	USA: WI	feces	clinical	PDS000043216.1		2	SAMN06555276	GCA_002517205.1	aadA1=COMPLETE,blaEC=COMPLETE,nfsA_S33R=POINT,sul1=COMPLETE	2001-08-14
E. coli O121:Pending	PDT000082083.3	USA	stool	clinical	PDS000046225.3	15		SAMN03997012	GCA_012804235.1	blaEC=COMPLETE	2015-07
E. coli O121:H19	PDT000065228.3	USA	stool	clinical	PDS000033591.5	24		SAMN03701002	GCA_012816775.1	blaEC=COMPLETE	2015-04
E. coli O111:Pending	PDT000135920.3	USA	stool	clinical	PDS000033559.4	25		SAMN05291971	GCA_012894135.1	blaEC=COMPLETE	2016-06
E. coli O5:NM	PDT000069404.3	USA	stool	clinical	PDS000034375.4	0		SAMN03840329	GCA_012809855.1	blaEC=PARTIAL	2015-04
E. coli O121:Undetermined	PDT000065201.3	USA	stool	clinical	PDS000034651.6	8		SAMN03653584	GCA_012816015.1	blaEC=COMPLETE	2014-10
E. coli O165:NM	PDT000065221.3	USA	stool	clinical	PDS000034653.4	23		SAMN03579615	GCA_012817075.1	blaEC=COMPLETE	2015-04
E. coli O103:Undetermined	PDT000083287.3	USA	stool	clinical	PDS000061765.1	36		SAMN03980338	GCA_012794835.1	blaEC=COMPLETE	2015-06
E. coli O177:NM	PDT000069935.3	USA	stool	clinical	PDS000000849.3	8		SAMN03861472		blaEC=COMPLETE	2010-08
E. coli O103:Pending	PDT000124953.3	USA	stool	clinical	PDS000020014.5	37		SAMN04621234	GCA_012705825.1	blaEC=COMPLETE	2016-03
E. coli O45:Isolate to CDC	PDT000130423.3	USA	stool	clinical	PDS000034131.3	6		SAMN04931867	GCA_012899005.1	blaEC=COMPLETE,cyaA_S352T=POINT,parC_S57T=POINT	2015-12
E. coli Orough:NM	PDT000134057.3	USA	stool	clinical	PDS000034131.3	6		SAMN05210332	GCA_012895595.1	blaEC=COMPLETE,cyaA_S352T=POINT,parC_S57T=POINT	2016-02
E. coli O69:H11	PDT000066882.3	USA	stool	clinical	PDS000034119.3	13		SAMN03743638		blaEC=COMPLETE	2015-04
E. coli O157:H7	PDT000062975.3	USA	stool	clinical	PDS000034331.3	9		SAMN03570554	GCA_012819915.1	blaEC=COMPLETE	2009-07
E. coli O45:Pending	PDT000120824.3	USA	stool	clinical	PDS000034283.3	18		SAMN04578421	GCA_012711445.1	blaEC=COMPLETE	2012-08
E. coli O103:H25	PDT000063234.3	USA	stool	clinical	PDS000047863.3		36	SAMN03569431	GCA_012819315.1	blaEC=COMPLETE	2014-02
	PDT000228327.1	USA:MD	feces	environmental/other				SAMN04279427	GCA_002232305.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,parC_S80I=POINT,tet(B)=COMPLETE,uhpT_E350Q=POINT	2005-11-28
E. coli Orough:H19	PDT000081891.3	USA	stool	clinical	PDS000003443.48	21	19	SAMN03981630	GCA_012804295.1	blaEC=COMPLETE	2015-07
E. coli O121:H19	PDT000101057.3	USA	stool	clinical	PDS000003443.48	6	27	SAMN04351182	GCA_012766175.1	blaEC=COMPLETE	2015-11
E. coli O111:Undetermined	PDT000044716.3	USA	stool	clinical	PDS000034740.30	17	37	SAMN03247173		blaEC=COMPLETE	2014-09
E. coli O111:Pending	PDT000300531.1	USA	stool	clinical	PDS000034740.30	0	38	SAMN03024518	GCA_003017955.1	blaEC=COMPLETE	2014-06
E. coli O121:Undetermined	PDT000084060.3	USA	feces	clinical	PDS000033761.21	36	53	SAMN03939234	GCA_012793935.1	blaEC=COMPLETE	2013-07
E. coli O121:Undetermined	PDT000271280.3	USA	stool	clinical	PDS000033761.21	9	37	SAMN03763884	GCA_012316745.1	blaEC=COMPLETE	2014-08
E. coli O121:HNT	PDT000102819.3	USA	stool	clinical	PDS000003441.130	17	36	SAMN04412492	GCA_012731815.1	blaEC=COMPLETE	2015-12
E. coli O121:Pending	PDT000105124.3	USA	stool	clinical	PDS000003441.130	2	2	SAMN04444293	GCA_012725035.1	blaEC=COMPLETE	2016-01
E. coli O121:Pending	PDT000107205.3	USA	stool	clinical	PDS000003441.130	0	0	SAMN04484905	GCA_012717235.1	blaEC=COMPLETE	2016-01
E. coli O121:Pending	PDT000131123.3	USA	stool	clinical	PDS000003441.130	17	31	SAMN05005103	GCA_012897575.1	blaEC=COMPLETE	2016-03
E. coli O111:NM	PDT000084058.3	USA	stool	clinical	PDS000033861.96	13	20	SAMN03939232	GCA_012793495.1	blaEC=COMPLETE	2013-06
E. coli O111:Pending	PDT000049609.3	USA	stool	clinical	PDS000000709.51	0	18	SAMN03338492		blaEC=COMPLETE	2015-01
E. coli O111:Pending	PDT000049616.3	USA	stool	clinical	PDS000000709.51	1	19	SAMN03338495		blaEC=COMPLETE	2014-12
E. coli O111:Pending	PDT000062531.3	USA	stool	clinical	PDS000000709.51	0	18	SAMN03473307		blaEC=COMPLETE	2015-03
E. coli O111:Pending	PDT000062533.3	USA	stool	clinical	PDS000000709.51	0	18	SAMN03473309		blaEC=COMPLETE	2015-03
E. coli Oundetermined:H10	PDT000082097.3	USA	stool	clinical	PDS000000709.51	1	10	SAMN03993960	GCA_012803675.1	blaEC=COMPLETE	2015-07
E. coli O111:NM	PDT000082105.3	USA	stool	clinical	PDS000000709.51	1	9	SAMN03993956	GCA_012803595.1	blaEC=COMPLETE	2015-07
E. coli O186:H2	PDT000127722.3	USA	stool	clinical	PDS000059978.9	25		SAMN04874693		blaEC=COMPLETE	2012-03
E. coli O26:H11	PDT000300572.1	USA	stool	clinical	PDS000000755.55	4	3	SAMN04498549	GCA_003018795.1	blaEC=COMPLETE	2012-11
E. coli O111:Pending	PDT000102805.3	USA	stool	clinical	PDS000033872.27	2	35	SAMN04417751	GCA_012732035.1	blaEC=COMPLETE	2015-12
E. coli O121:Undetermined	PDT000046037.3	USA	stool	clinical	PDS000035032.21	8		SAMN03265630	GCA_012828785.1	blaEC=COMPLETE	2014-11
E. coli O121:Pending	PDT000085588.3	USA	stool	clinical	PDS000035032.21	4		SAMN04116070	GCA_012783375.1	blaEC=COMPLETE	2015-08
E. coli O121:Pending	PDT000101066.3	USA	stool	clinical	PDS000035032.21	7		SAMN04358645	GCA_012764375.1	blaEC=COMPLETE	2015-11
E. coli O121:Isolate to CDC	PDT000133824.3	USA	stool	clinical	PDS000035032.21	0		SAMN05210051	GCA_012896605.1	blaEC=COMPLETE	2016-05
E. coli O111:NM	PDT000107095.3	USA	stool	clinical	PDS000033906.28	12		SAMN04485102		aph(3')-Ia=COMPLETE,blaEC=COMPLETE	2013-08
E. coli O26:Pending	PDT000102770.3	USA	stool	clinical	PDS000034439.99	9	22	SAMN04395681		blaEC=COMPLETE	2015-11
E. coli O26:Pending	PDT000102771.3	USA	stool	clinical	PDS000034439.99	9	27	SAMN04395682		blaEC=COMPLETE	2015-11
E. coli O157:H7	PDT000435655.1	USA	stool	clinical	PDS000035082.61	14	13	SAMN04504880	GCA_004010715.1	blaEC=COMPLETE	2007-08
E. coli O103:H2	PDT000049367.5	USA	stool	clinical	PDS000003596.60	1	19	SAMN03288128	GCA_012161055.1	blaEC=COMPLETE	2014-12
E. coli O145:NM	PDT000051214.3	USA	stool	clinical	PDS000035170.68	22	25	SAMN03381200	GCA_012825095.1	blaEC=MISTRANSLATION	2010-07
E. coli O111:HNT	PDT000098729.3	USA	stool	clinical	PDS000034083.79	17	42	SAMN04254312		blaEC=COMPLETE	2015-09
E. coli O111:Undetermined	PDT000107209.3	USA	stool	clinical	PDS000034083.79	3	16	SAMN04482157		blaEC=COMPLETE	2015-11
E. coli O111:NM	PDT000085600.3	USA	stool	clinical	PDS000033850.67	3		SAMN04117132		blaEC=COMPLETE	2015-07
E. coli O111:HNT	PDT000098727.3	USA	stool	clinical	PDS000033850.67	12		SAMN04254311		blaEC=COMPLETE	2015-09
E. coli O111:NM	PDT000115017.3	USA	stool	clinical	PDS000033850.67	19		SAMN04558456	GCA_012715085.1	blaEC=COMPLETE,tet(A)=COMPLETE	2014-08
E. coli O111:NM	PDT000120833.3	USA	stool	clinical	PDS000001063.59	17		SAMN04578443	GCA_012710995.1	blaEC=COMPLETE	2013-12
E. coli O145:NM	PDT000048661.3	USA	stool	clinical	PDS000033806.19	1		SAMN03292354		blaEC=COMPLETE	2014-10
E. coli O111:NM	PDT000049340.3	USA	stool	clinical	PDS000033806.19	1		SAMN03332159		blaEC=COMPLETE	2014-11
E. coli O111:NM	PDT000086319.3	USA	stool	clinical	PDS000033806.19	3		SAMN04146698		blaEC=COMPLETE	2015-09
E. coli O111:NM	PDT000098743.3	USA	stool	clinical	PDS000033806.19	3		SAMN04159684		blaEC=COMPLETE	2015-09
E. coli O77:H45	PDT000072431.3	USA	stool	clinical	PDS000011595.30	39	36	SAMN03840336		blaEC=COMPLETE,cyaA_S352T=POINT,tet(A)=COMPLETE,uhpT_E350Q=POINT	2015-04
E. coli O121:Pending	PDT000041510.3	USA	stool	clinical	PDS000035452.10	7		SAMN03151535	GCA_012830315.1	blaEC=COMPLETE	2014-10
E. coli O157:H7	PDT000025336.1	USA	stool	clinical	PDS000004357.35	0	0	SAMN02353115	GCA_000618845.1	blaEC=COMPLETE	2007-07
E. coli O45:HNT	PDT000048676.3	USA	stool	clinical	PDS000003608.19	0		SAMN03292362	GCA_012827255.1	blaEC=COMPLETE	2014-12
